"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5330","should successfully login with valid credentials","chromium","Tue Jul 08 13:58:48 CEST 2025","passed","Tue Jul 08 13:58:53 CEST 2025","","e2e\auth\login.spec.ts","",""
